DATE,WM_WEEK,QTR,Month,FY,TR_PRODUCT,ORG,Org_AD,VP,PILLAR,Application_Name,Cloud,Env,Cost
11/9/24,Week 45,Q4,Nov,2024,Data Lakehouse,Sunbird,tech@moonbird.io,Emily,Operations,riskengine,AWS,Prod,6884.0276
5/10/24,Week 19,Q2,May,2024,ETL/ELT Jobs,Sunbird,finance@sunbird.com,Charlie,Marketing,sales,AWS,Dev,8653.3612
6/30/24,Week 26,Q2,Jun,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Charlie,Finance,riskengine,GCP,Prod,4237.5943
1/1/24,Week 01,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Bob,Finance,checkout,GCP,Stage,5145.9098
11/22/24,Week 47,Q4,Nov,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Alice,Retail,checkout,Azure,Dev,6992.8438
2/28/24,Week 09,Q1,Feb,2024,Streaming Analytics,Hawk,tech@moonbird.io,Diana,Marketing,checkout,AWS,Prod,4477.8078
4/7/25,Week 67,Q2,Apr,2024,Streaming Analytics,Hawk,all@sunbird.com,Diana,Retail,reporting,GCP,Stage,3175.9767
12/30/24,Week 53,Q4,Dec,2024,ML Platform,Eagle,tech@moonbird.io,Bob,Marketing,inventory,AWS,Stage,7647.6295
3/24/25,Week 65,Q1,Mar,2024,ML Platform,Starling,tech@moonbird.io,Alice,Finance,riskengine,Azure,Stage,368.8253
12/2/24,Week 49,Q4,Dec,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Alice,Operations,sales,Azure,Dev,5082.8839
3/22/25,Week 64,Q1,Mar,2024,ML Platform,Moonbird,info@starling.org,Diana,Operations,reporting,GCP,Stage,3066.4826
1/21/25,Week 56,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Diana,Retail,sales,GCP,Prod,3215.8097
7/6/24,Week 27,Q3,Jul,2024,Data Lakehouse,Sunbird,all@sunbird.com,Emily,Operations,sales,Azure,Dev,1798.9965
7/29/24,Week 31,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Alice,Engineering,reporting,AWS,Dev,7632.4487
1/1/25,Week 53,Q1,Jan,2024,ETL/ELT Jobs,Eagle,tech@moonbird.io,Alice,Engineering,riskengine,Azure,Dev,9166.3525
8/21/24,Week 34,Q3,Aug,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Alice,Engineering,inventory,GCP,Dev,5418.7762
2/15/25,Week 59,Q1,Feb,2024,Data Lakehouse,Eagle,info@starling.org,Alice,Marketing,checkout,AWS,Stage,4143.9379
12/26/24,Week 52,Q4,Dec,2024,Big Data Pipeline,Starling,info@starling.org,Bob,Marketing,inventory,GCP,Dev,3711.8887
4/2/25,Week 66,Q2,Apr,2024,ML Platform,Eagle,finance@sunbird.com,Diana,Marketing,checkout,Azure,Stage,8542.2431
7/30/24,Week 31,Q3,Jul,2024,Streaming Analytics,Sunbird,info@starling.org,Alice,Finance,inventory,Azure,Stage,1796.1616
3/6/25,Week 62,Q1,Mar,2024,ETL/ELT Jobs,Sunbird,info@starling.org,Emily,Operations,riskengine,GCP,Prod,4810.0041
1/19/24,Week 03,Q1,Jan,2024,Analytics Tools,Starling,all@sunbird.com,Emily,Marketing,inventory,Azure,Dev,5394.942
4/24/24,Week 17,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Hawk,eagle-team@eagle.net,Emily,Engineering,checkout,AWS,Prod,5237.1751
12/20/24,Week 51,Q4,Dec,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Charlie,Retail,riskengine,GCP,Prod,2367.0274
3/12/24,Week 11,Q1,Mar,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Emily,Engineering,riskengine,Azure,Dev,5718.4953
3/19/24,Week 12,Q1,Mar,2024,Big Data Pipeline,Eagle,eagle-team@eagle.net,Alice,Engineering,sales,Azure,Stage,7063.6026
4/28/25,Week 70,Q2,Apr,2024,ML Platform,Starling,all@sunbird.com,Charlie,Marketing,riskengine,Azure,Dev,8638.2277
2/18/25,Week 60,Q1,Feb,2024,ETL/ELT Jobs,Moonbird,eagle-team@eagle.net,Emily,Retail,reporting,GCP,Prod,1648.4665
7/26/24,Week 30,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Eagle,all@sunbird.com,Bob,Finance,inventory,AWS,Prod,2664.9032
8/4/24,Week 31,Q3,Aug,2024,Streaming Analytics,Starling,tech@moonbird.io,Diana,Marketing,reporting,GCP,Stage,7694.1545
2/12/24,Week 07,Q1,Feb,2024,ML Platform,Hawk,tech@moonbird.io,Bob,Operations,riskengine,AWS,Dev,4694.7101
12/20/24,Week 51,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Bob,Operations,checkout,AWS,Prod,4512.5627
2/21/24,Week 08,Q1,Feb,2024,Streaming Analytics,Moonbird,finance@sunbird.com,Emily,Finance,checkout,GCP,Stage,2383.6467
5/17/24,Week 20,Q2,May,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Emily,Finance,riskengine,AWS,Stage,1413.8163
5/26/24,Week 21,Q2,May,2024,INTL DATA AND ANALYTICS POC,Eagle,finance@sunbird.com,Bob,Operations,sales,GCP,Stage,9937.9171
4/19/25,Week 68,Q2,Apr,2024,ML Platform,Eagle,tech@moonbird.io,Charlie,Engineering,sales,AWS,Dev,9023.8329
6/3/24,Week 23,Q2,Jun,2024,Streaming Analytics,Sunbird,info@starling.org,Emily,Operations,sales,Azure,Dev,1756.1552
11/15/24,Week 46,Q4,Nov,2024,Big Data Pipeline,Sunbird,tech@moonbird.io,Diana,Engineering,inventory,AWS,Dev,3649.1519
2/1/24,Week 05,Q1,Feb,2024,ML Platform,Starling,finance@sunbird.com,Emily,Operations,reporting,Azure,Stage,499.15
4/14/24,Week 15,Q2,Apr,2024,Data Lakehouse,Eagle,all@sunbird.com,Bob,Operations,sales,AWS,Dev,4962.5913
10/14/24,Week 42,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Diana,Retail,checkout,GCP,Dev,9004.0259
1/12/25,Week 54,Q1,Jan,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Diana,Operations,inventory,AWS,Prod,1529.1416
3/21/24,Week 12,Q1,Mar,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Emily,Marketing,reporting,GCP,Dev,6295.3565
12/25/24,Week 52,Q4,Dec,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Charlie,Engineering,inventory,AWS,Prod,7725.8378
4/19/24,Week 16,Q2,Apr,2024,Big Data Pipeline,Hawk,all@sunbird.com,Charlie,Finance,checkout,Azure,Stage,3017.5583
7/10/24,Week 28,Q3,Jul,2024,Streaming Analytics,Hawk,info@starling.org,Diana,Retail,riskengine,AWS,Stage,8425.0624
6/3/24,Week 23,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Eagle,all@sunbird.com,Bob,Operations,riskengine,GCP,Prod,5826.5941
1/28/25,Week 57,Q1,Jan,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Diana,Retail,reporting,GCP,Stage,4238.2687
3/31/25,Week 66,Q1,Mar,2024,Big Data Pipeline,Eagle,all@sunbird.com,Bob,Marketing,checkout,AWS,Prod,8283.4226
1/17/24,Week 03,Q1,Jan,2024,ML Platform,Eagle,info@starling.org,Diana,Operations,sales,GCP,Dev,6600.0621
3/25/25,Week 65,Q1,Mar,2024,ML Platform,Hawk,all@sunbird.com,Alice,Engineering,checkout,Azure,Stage,5208.8852
2/22/24,Week 08,Q1,Feb,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Charlie,Marketing,sales,GCP,Stage,4984.3347
3/4/24,Week 10,Q1,Mar,2024,Data Lakehouse,Starling,all@sunbird.com,Bob,Retail,riskengine,Azure,Dev,412.1046
6/27/24,Week 26,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Alice,Operations,inventory,Azure,Dev,4549.4761
7/3/24,Week 27,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Eagle,info@starling.org,Diana,Finance,sales,AWS,Dev,1053.9081
10/12/24,Week 41,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Moonbird,finance@sunbird.com,Charlie,Finance,sales,GCP,Prod,4466.11
3/1/25,Week 61,Q1,Mar,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Diana,Operations,inventory,AWS,Prod,3882.2938
3/21/24,Week 12,Q1,Mar,2024,Streaming Analytics,Sunbird,finance@sunbird.com,Diana,Finance,inventory,Azure,Dev,3468.1416
5/20/24,Week 21,Q2,May,2024,Analytics Tools,Sunbird,all@sunbird.com,Charlie,Finance,inventory,Azure,Prod,2803.5976
12/10/24,Week 50,Q4,Dec,2024,ML Platform,Moonbird,info@starling.org,Charlie,Engineering,riskengine,GCP,Prod,8478.3579
12/10/24,Week 50,Q4,Dec,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Charlie,Engineering,checkout,Azure,Dev,3269.7555
10/30/24,Week 44,Q4,Oct,2024,Big Data Pipeline,Eagle,eagle-team@eagle.net,Bob,Retail,riskengine,AWS,Dev,3427.9963
12/23/24,Week 52,Q4,Dec,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Alice,Engineering,sales,Azure,Stage,6238.4823
5/18/24,Week 20,Q2,May,2024,ML Platform,Starling,info@starling.org,Bob,Operations,checkout,AWS,Stage,7771.4363
4/24/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,tech@moonbird.io,Bob,Operations,inventory,AWS,Stage,4269.29
1/27/25,Week 57,Q1,Jan,2024,ETL/ELT Jobs,Eagle,info@starling.org,Emily,Operations,checkout,Azure,Stage,1050.0732
4/29/24,Week 18,Q2,Apr,2024,Analytics Tools,Starling,info@starling.org,Emily,Retail,inventory,AWS,Dev,2042.5469
8/25/24,Week 34,Q3,Aug,2024,Data Lakehouse,Eagle,finance@sunbird.com,Diana,Operations,riskengine,GCP,Prod,2410.2447
4/13/25,Week 67,Q2,Apr,2024,ETL/ELT Jobs,Moonbird,info@starling.org,Alice,Finance,sales,Azure,Dev,383.2325
5/23/24,Week 21,Q2,May,2024,ETL/ELT Jobs,Sunbird,info@starling.org,Emily,Marketing,reporting,Azure,Stage,7486.0366
11/16/24,Week 46,Q4,Nov,2024,Analytics Tools,Hawk,info@starling.org,Bob,Retail,checkout,GCP,Dev,8668.1513
3/3/24,Week 09,Q1,Mar,2024,Streaming Analytics,Sunbird,all@sunbird.com,Alice,Engineering,reporting,Azure,Stage,85.9038
1/31/24,Week 05,Q1,Jan,2024,ML Platform,Moonbird,all@sunbird.com,Alice,Finance,inventory,Azure,Dev,9108.7116
3/1/24,Week 09,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Moonbird,info@starling.org,Charlie,Retail,sales,AWS,Dev,2400.0326
3/3/25,Week 62,Q1,Mar,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Charlie,Finance,reporting,Azure,Dev,6551.6223
1/10/24,Week 02,Q1,Jan,2024,Data Lakehouse,Hawk,finance@sunbird.com,Diana,Engineering,riskengine,Azure,Prod,5356.3795
1/17/24,Week 03,Q1,Jan,2024,ETL/ELT Jobs,Starling,all@sunbird.com,Emily,Engineering,sales,AWS,Stage,4608.7212
3/22/24,Week 12,Q1,Mar,2024,Streaming Analytics,Hawk,all@sunbird.com,Bob,Finance,checkout,GCP,Dev,926.9265
4/3/24,Week 14,Q2,Apr,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Emily,Retail,reporting,Azure,Prod,366.3689
2/13/25,Week 59,Q1,Feb,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Charlie,Retail,reporting,GCP,Prod,4382.0235
1/17/25,Week 55,Q1,Jan,2024,ML Platform,Moonbird,tech@moonbird.io,Charlie,Finance,reporting,Azure,Prod,4576.5755
6/30/24,Week 26,Q2,Jun,2024,ML Platform,Eagle,finance@sunbird.com,Diana,Retail,sales,Azure,Stage,7036.1059
9/4/24,Week 36,Q3,Sep,2024,Analytics Tools,Sunbird,all@sunbird.com,Diana,Engineering,riskengine,Azure,Dev,1040.9468
3/9/24,Week 10,Q1,Mar,2024,Analytics Tools,Starling,finance@sunbird.com,Bob,Marketing,inventory,Azure,Prod,3036.4316
6/7/24,Week 23,Q2,Jun,2024,Analytics Tools,Moonbird,finance@sunbird.com,Alice,Finance,reporting,AWS,Prod,4638.4923
9/26/24,Week 39,Q3,Sep,2024,Streaming Analytics,Hawk,tech@moonbird.io,Emily,Engineering,sales,Azure,Prod,5477.6717
3/10/24,Week 10,Q1,Mar,2024,Analytics Tools,Starling,info@starling.org,Emily,Finance,sales,AWS,Dev,4361.1379
4/23/24,Week 17,Q2,Apr,2024,ML Platform,Starling,finance@sunbird.com,Bob,Marketing,sales,AWS,Dev,5642.7463
3/7/25,Week 62,Q1,Mar,2024,Data Lakehouse,Eagle,tech@moonbird.io,Alice,Retail,checkout,GCP,Dev,7626.2469
2/6/25,Week 58,Q1,Feb,2024,Streaming Analytics,Sunbird,info@starling.org,Alice,Finance,inventory,AWS,Prod,2801.0623
3/10/25,Week 63,Q1,Mar,2024,Analytics Tools,Sunbird,info@starling.org,Charlie,Engineering,checkout,AWS,Dev,7390.7506
12/25/24,Week 52,Q4,Dec,2024,ML Platform,Starling,eagle-team@eagle.net,Alice,Engineering,inventory,AWS,Prod,4183.144
12/29/24,Week 52,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Moonbird,tech@moonbird.io,Charlie,Engineering,sales,AWS,Prod,8753.4422
3/13/24,Week 11,Q1,Mar,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Alice,Retail,inventory,Azure,Prod,2701.2919
3/13/24,Week 11,Q1,Mar,2024,Data Lakehouse,Starling,tech@moonbird.io,Diana,Engineering,checkout,Azure,Prod,2970.3598
1/5/25,Week 53,Q1,Jan,2024,ETL/ELT Jobs,Sunbird,info@starling.org,Diana,Retail,reporting,Azure,Stage,7516.6245
1/26/25,Week 56,Q1,Jan,2024,Analytics Tools,Moonbird,info@starling.org,Diana,Engineering,reporting,Azure,Prod,1552.3466
3/24/25,Week 65,Q1,Mar,2024,Big Data Pipeline,Hawk,finance@sunbird.com,Alice,Retail,sales,AWS,Dev,6315.9723
2/7/24,Week 06,Q1,Feb,2024,ETL/ELT Jobs,Eagle,tech@moonbird.io,Diana,Operations,sales,GCP,Stage,2837.8157
6/9/24,Week 23,Q2,Jun,2024,ETL/ELT Jobs,Eagle,info@starling.org,Alice,Engineering,riskengine,AWS,Stage,6566.4645
2/27/25,Week 61,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Charlie,Engineering,inventory,AWS,Dev,5319.3843
10/24/24,Week 43,Q4,Oct,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Emily,Retail,checkout,Azure,Dev,8092.1168
2/10/24,Week 06,Q1,Feb,2024,ML Platform,Moonbird,info@starling.org,Diana,Retail,sales,AWS,Stage,9328.7482
3/5/25,Week 62,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Alice,Operations,inventory,GCP,Prod,9122.4595
7/22/24,Week 30,Q3,Jul,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Diana,Retail,checkout,GCP,Dev,8350.047
9/12/24,Week 37,Q3,Sep,2024,Big Data Pipeline,Eagle,finance@sunbird.com,Emily,Finance,checkout,AWS,Dev,7908.6135
7/21/24,Week 29,Q3,Jul,2024,Analytics Tools,Starling,eagle-team@eagle.net,Alice,Operations,inventory,AWS,Prod,7647.308
1/11/25,Week 54,Q1,Jan,2024,ETL/ELT Jobs,Hawk,eagle-team@eagle.net,Emily,Finance,checkout,GCP,Dev,5684.67
9/27/24,Week 39,Q3,Sep,2024,Data Lakehouse,Sunbird,tech@moonbird.io,Bob,Engineering,sales,AWS,Stage,360.9995
7/12/24,Week 28,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Moonbird,finance@sunbird.com,Emily,Finance,inventory,GCP,Dev,924.9553
10/17/24,Week 42,Q4,Oct,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Charlie,Retail,sales,Azure,Stage,1174.2994
8/1/24,Week 31,Q3,Aug,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Charlie,Marketing,reporting,AWS,Stage,8331.1028
5/14/24,Week 20,Q2,May,2024,Data Lakehouse,Eagle,tech@moonbird.io,Bob,Finance,checkout,Azure,Dev,6704.146
9/24/24,Week 39,Q3,Sep,2024,ML Platform,Starling,all@sunbird.com,Alice,Retail,reporting,AWS,Prod,3980.3204
6/3/24,Week 23,Q2,Jun,2024,Analytics Tools,Starling,tech@moonbird.io,Bob,Engineering,sales,Azure,Stage,2366.7432
2/19/24,Week 08,Q1,Feb,2024,ETL/ELT Jobs,Eagle,info@starling.org,Alice,Operations,riskengine,GCP,Prod,3341.3193
11/29/24,Week 48,Q4,Nov,2024,Analytics Tools,Hawk,tech@moonbird.io,Alice,Finance,reporting,GCP,Dev,6753.7138
5/14/24,Week 20,Q2,May,2024,Data Lakehouse,Moonbird,all@sunbird.com,Emily,Retail,inventory,AWS,Prod,9302.8752
10/8/24,Week 41,Q4,Oct,2024,Streaming Analytics,Hawk,eagle-team@eagle.net,Bob,Finance,sales,GCP,Stage,4667.5781
3/31/24,Week 13,Q1,Mar,2024,ETL/ELT Jobs,Moonbird,all@sunbird.com,Emily,Marketing,sales,AWS,Prod,2858.0027
8/21/24,Week 34,Q3,Aug,2024,ML Platform,Hawk,eagle-team@eagle.net,Diana,Finance,riskengine,AWS,Dev,3811.2512
12/15/24,Week 50,Q4,Dec,2024,Data Lakehouse,Moonbird,finance@sunbird.com,Bob,Retail,inventory,AWS,Prod,93.3667
11/6/24,Week 45,Q4,Nov,2024,Analytics Tools,Hawk,eagle-team@eagle.net,Emily,Retail,checkout,GCP,Dev,7710.2478
4/18/24,Week 16,Q2,Apr,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Charlie,Operations,checkout,GCP,Dev,8657.4929
5/19/24,Week 20,Q2,May,2024,ETL/ELT Jobs,Moonbird,finance@sunbird.com,Diana,Retail,checkout,Azure,Stage,6474.9713
4/15/24,Week 16,Q2,Apr,2024,ETL/ELT Jobs,Starling,tech@moonbird.io,Alice,Finance,inventory,AWS,Prod,3808.5113
3/21/24,Week 12,Q1,Mar,2024,Analytics Tools,Starling,all@sunbird.com,Alice,Engineering,riskengine,Azure,Stage,5990.5488
9/30/24,Week 40,Q3,Sep,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Diana,Marketing,sales,AWS,Stage,3547.3668
2/23/24,Week 08,Q1,Feb,2024,Streaming Analytics,Starling,eagle-team@eagle.net,Emily,Operations,reporting,GCP,Stage,6943.2454
1/4/25,Week 53,Q1,Jan,2024,ML Platform,Moonbird,all@sunbird.com,Charlie,Engineering,reporting,AWS,Dev,3598.4071
11/6/24,Week 45,Q4,Nov,2024,INTL DATA AND ANALYTICS POC,Eagle,all@sunbird.com,Diana,Engineering,sales,GCP,Dev,1106.0189
2/27/24,Week 09,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Diana,Marketing,inventory,GCP,Prod,5047.8783
12/29/24,Week 52,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Hawk,all@sunbird.com,Emily,Finance,reporting,AWS,Dev,1144.0638
3/17/24,Week 11,Q1,Mar,2024,ML Platform,Eagle,eagle-team@eagle.net,Bob,Engineering,sales,GCP,Stage,2608.319
9/14/24,Week 37,Q3,Sep,2024,Analytics Tools,Eagle,tech@moonbird.io,Emily,Marketing,inventory,Azure,Prod,4670.5344
8/16/24,Week 33,Q3,Aug,2024,Data Lakehouse,Starling,finance@sunbird.com,Diana,Finance,checkout,GCP,Dev,4883.4649
3/6/25,Week 62,Q1,Mar,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Alice,Marketing,sales,Azure,Stage,8324.9657
11/9/24,Week 45,Q4,Nov,2024,Analytics Tools,Starling,finance@sunbird.com,Diana,Finance,riskengine,AWS,Prod,7996.8689
2/2/25,Week 57,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Hawk,all@sunbird.com,Emily,Engineering,inventory,AWS,Stage,2471.5124
2/13/25,Week 59,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Charlie,Retail,reporting,Azure,Stage,4076.7341
3/6/25,Week 62,Q1,Mar,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Alice,Finance,reporting,AWS,Dev,1467.5021
4/22/25,Week 69,Q2,Apr,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Charlie,Retail,sales,Azure,Prod,2246.1576
11/14/24,Week 46,Q4,Nov,2024,ETL/ELT Jobs,Moonbird,info@starling.org,Diana,Retail,riskengine,Azure,Prod,2427.1357
8/16/24,Week 33,Q3,Aug,2024,INTL DATA AND ANALYTICS POC,Sunbird,info@starling.org,Bob,Engineering,riskengine,GCP,Dev,7652.3344
4/27/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,all@sunbird.com,Alice,Engineering,reporting,AWS,Prod,4883.7873
9/25/24,Week 39,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Hawk,tech@moonbird.io,Emily,Finance,riskengine,AWS,Stage,569.0913
2/28/24,Week 09,Q1,Feb,2024,ML Platform,Hawk,all@sunbird.com,Emily,Retail,inventory,Azure,Dev,5232.4793
2/10/25,Week 59,Q1,Feb,2024,ETL/ELT Jobs,Hawk,tech@moonbird.io,Alice,Operations,riskengine,Azure,Dev,4801.2268
7/2/24,Week 27,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Moonbird,tech@moonbird.io,Bob,Finance,inventory,Azure,Prod,53.7069
11/3/24,Week 44,Q4,Nov,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Diana,Operations,reporting,AWS,Dev,5619.5019
2/8/25,Week 58,Q1,Feb,2024,ML Platform,Eagle,tech@moonbird.io,Diana,Retail,checkout,GCP,Prod,1344.904
12/12/24,Week 50,Q4,Dec,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Charlie,Engineering,sales,GCP,Dev,7726.245
4/24/24,Week 17,Q2,Apr,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Diana,Engineering,sales,Azure,Stage,4384.2587
1/10/25,Week 54,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Alice,Finance,sales,AWS,Prod,2624.5164
10/9/24,Week 41,Q4,Oct,2024,Big Data Pipeline,Sunbird,tech@moonbird.io,Charlie,Engineering,riskengine,Azure,Stage,4080.0733
12/11/24,Week 50,Q4,Dec,2024,Data Lakehouse,Hawk,info@starling.org,Bob,Finance,reporting,AWS,Prod,7786.0857
7/9/24,Week 28,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Starling,info@starling.org,Bob,Finance,inventory,AWS,Stage,6718.7675
2/13/25,Week 59,Q1,Feb,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Charlie,Retail,riskengine,AWS,Dev,1093.9353
10/24/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Starling,tech@moonbird.io,Alice,Retail,riskengine,Azure,Dev,9422.5012
2/22/25,Week 60,Q1,Feb,2024,ML Platform,Sunbird,finance@sunbird.com,Diana,Retail,riskengine,GCP,Stage,2212.5919
7/22/24,Week 30,Q3,Jul,2024,Analytics Tools,Eagle,info@starling.org,Alice,Finance,reporting,Azure,Dev,6077.8032
4/27/25,Week 69,Q2,Apr,2024,ML Platform,Moonbird,eagle-team@eagle.net,Alice,Engineering,inventory,AWS,Prod,1768.7258
6/28/24,Week 26,Q2,Jun,2024,ML Platform,Sunbird,tech@moonbird.io,Bob,Engineering,reporting,GCP,Stage,5964.9015
4/9/25,Week 67,Q2,Apr,2024,Streaming Analytics,Hawk,finance@sunbird.com,Charlie,Engineering,reporting,Azure,Prod,4248.74
6/23/24,Week 25,Q2,Jun,2024,Analytics Tools,Eagle,all@sunbird.com,Charlie,Engineering,riskengine,Azure,Dev,1366.9288
10/26/24,Week 43,Q4,Oct,2024,Big Data Pipeline,Eagle,tech@moonbird.io,Charlie,Retail,reporting,AWS,Dev,3476.2797
1/17/25,Week 55,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,finance@sunbird.com,Diana,Marketing,riskengine,Azure,Stage,8871.0014
3/20/25,Week 64,Q1,Mar,2024,Streaming Analytics,Moonbird,all@sunbird.com,Charlie,Engineering,sales,GCP,Stage,7403.2845
9/7/24,Week 36,Q3,Sep,2024,ETL/ELT Jobs,Hawk,tech@moonbird.io,Diana,Finance,riskengine,Azure,Dev,3831.9008
11/28/24,Week 48,Q4,Nov,2024,ETL/ELT Jobs,Sunbird,info@starling.org,Diana,Operations,sales,Azure,Dev,8957.8855
2/21/24,Week 08,Q1,Feb,2024,Data Lakehouse,Eagle,eagle-team@eagle.net,Diana,Marketing,sales,GCP,Dev,7142.5823
12/19/24,Week 51,Q4,Dec,2024,Data Lakehouse,Starling,all@sunbird.com,Bob,Marketing,inventory,GCP,Dev,8016.6889
3/16/25,Week 63,Q1,Mar,2024,Streaming Analytics,Hawk,info@starling.org,Alice,Engineering,reporting,AWS,Prod,9916.9602
1/16/25,Week 55,Q1,Jan,2024,ML Platform,Sunbird,info@starling.org,Charlie,Retail,reporting,GCP,Prod,562.8408
9/7/24,Week 36,Q3,Sep,2024,Big Data Pipeline,Eagle,all@sunbird.com,Charlie,Marketing,reporting,Azure,Dev,9668.9325
5/25/24,Week 21,Q2,May,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Alice,Operations,sales,Azure,Dev,578.7936
4/4/25,Week 66,Q2,Apr,2024,Analytics Tools,Sunbird,all@sunbird.com,Bob,Retail,riskengine,AWS,Stage,737.2648
9/15/24,Week 37,Q3,Sep,2024,ML Platform,Moonbird,all@sunbird.com,Bob,Retail,riskengine,GCP,Stage,475.333
2/16/24,Week 07,Q1,Feb,2024,ETL/ELT Jobs,Moonbird,info@starling.org,Alice,Marketing,reporting,GCP,Stage,9719.4346
4/19/25,Week 68,Q2,Apr,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Bob,Retail,inventory,AWS,Stage,3042.3776
12/13/24,Week 50,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Diana,Finance,riskengine,GCP,Dev,9621.1977
8/26/24,Week 35,Q3,Aug,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Bob,Marketing,checkout,AWS,Prod,8660.1444
3/18/25,Week 64,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Starling,info@starling.org,Bob,Finance,inventory,GCP,Prod,9391.6637
4/1/24,Week 14,Q2,Apr,2024,Analytics Tools,Hawk,tech@moonbird.io,Alice,Engineering,inventory,Azure,Dev,3015.0995
2/27/24,Week 09,Q1,Feb,2024,Data Lakehouse,Hawk,eagle-team@eagle.net,Diana,Marketing,inventory,GCP,Dev,2075.2126
10/31/24,Week 44,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Emily,Operations,inventory,GCP,Dev,6916.2456
4/20/25,Week 68,Q2,Apr,2024,Streaming Analytics,Hawk,info@starling.org,Charlie,Marketing,riskengine,Azure,Stage,1493.0575
11/22/24,Week 47,Q4,Nov,2024,Analytics Tools,Hawk,info@starling.org,Bob,Engineering,checkout,GCP,Stage,1096.3302
5/8/24,Week 19,Q2,May,2024,INTL DATA AND ANALYTICS POC,Moonbird,finance@sunbird.com,Bob,Finance,reporting,Azure,Prod,5143.54
